9.15,2.256949153578792e-36
9.8,0.0
19.27,3.76158192263132e-37
10.88,0.0
41.69,0.0
5.36,2.2821526188798317e-19
3.95,0.0
11.64,1.0842021724855042e-19
15.78,0.0
6.36,0.0
7.63,4.0657581468206416e-20
26.48,0.0
36.87,5.421010862427522e-20
42.18,0.0
42.72,2.710505431213761e-20
41.33,1.6263032587282571e-19
14.02,0.0
89.9,0.0
23.5,0.0
15.19,0.0
57.72,3.009265538105056e-36
78.42,0.0
6.23,5.421010862427522e-20
30.75,0.0
36.81,0.0
24.55,3.009265538105056e-36
26.58,0.0
39.85,0.0
14.23,0.0
9.94,0.0
46.83,5.421010862427522e-20
16.1,8.131516293641281e-20
32.95,0.0
6.73,0.0
24.43,0.0
40.35,0.0
18.18,0.0
23.54,0.0
15.1,0.0
26.99,2.0328790734103208e-20
8.51,2.407412430484045e-35
42.1,0.0
55.04,5.421010862427522e-20
52.67,0.0
56.63,0.0
15.18,0.0
81.67,0.0
33.72,1.504632769052528e-36
50.57,0.0
15.34,0.0
6.84,0.0
20.98,0.0
22.22,0.0
44,1.504632769052528e-36
17.86,0.0
35.57,0.0
32.38,0.0
5.21,0.0
10.99,6.018531076210112e-35
8.61,2.249127686978986e-19
5.72,4.3992773698020224e-20
44.82,3.009265538105056e-36
4.77,0.0
44.83,0.0
5.45,0.0
36.7,0.0
30.15,0.0
40.5,0.0
3.74,0.0
21.36,4.0657581468206416e-20
4.22,1.6940658945086e-20
33.25,0.0
7.71,4.81482486096809e-35
25.5,0.0
12.91,0.0
10.42,0.0
43.38,0.0
15.53,0.0
12.11,0.0
34.89,0.0
4.84,0.0
23.85,6.776263578034403e-20
13.78,0.0
14.11,0.0
64.3,0.0
34.48,0.0
19.26,0.0
36.52,0.0
64.95,0.0
9.27,0.0
9.43,0.0
8.8,6.776263578034403e-20
39.6,5.421010862427522e-20
14.86,0.0
19.65,0.0
42.5,1.504632769052528e-36
79.04,1.676355028755702e-19
38.21,0.0
52.17,2.407412430484045e-35
41.27,0.0
28.35,0.0
49.01,0.0
29.84,0.0
21.77,2.710505431213761e-20
21.79,0.0
3.89,0.0
45.98,1.0842021724855044e-19
31.89,0.0
29.41,5.421010862427522e-20
26.01,0.0
7.93,0.0
74.91,0.0
20.9,1.504632769052528e-36
38.58,0.0
48.36,1.0842021724855044e-19
35.98,0.0
36.29,2.168404344971009e-19
35.05,0.0
6.48,0.0
60.1,8.131516293641283e-20
9,0.0
26.35,3.009265538105056e-36
80.63,0.0
26.78,0.0
7.62,0.0
87.91,5.421010862427522e-20
11.2,0.0
14.25,0.0
15.99,7.52316384526264e-37
25.17,0.0
66.27,1.950979432054396e-20
56.52,0.0
5.09,0.0
50.48,3.009265538105056e-36
20.88,1.3552527156068802e-20
9.51,0.0
7.34,0.0
27.8,0.0
57.62,0.0
10.1,0.0
12.42,0.0
11.54,0.0
21.57,0.0
4.61,1.0842021724855044e-19
31.28,5.421010862427522e-20
29.7,0.0
31.59,0.0
4.24,1.0094945141786601e-19
5.78,0.0
28.07,0.0
10.77,6.018531076210112e-36
57.09,0.0
17.9,0.0
37.22,1.504632769052528e-35
8.98,0.0
33.53,0.0
74.3,0.0
17.13,1.4969255513401412e-19
23.04,5.421010862427522e-20
16.43,0.0
5.67,0.0
20.61,0.0
24.19,0.0
43.6,0.0
17.95,0.0
16.89,0.0
26.53,0.0
5.06,0.0
27.64,9.4039548065783e-38
61.54,1.4330886327490188e-20
48.01,0.0
30.59,0.0
18.89,0.0
75.29,0.0
60,0.0
41.05,0.0
34.71,1.0842021724855047e-19
32.83,0.0
67.92,0.0
34.54,1.3552527156068805e-20
4.41,0.0
6.74,1.0842021724855044e-19
53.16,0.0
44.35,0.0
76.31,0.0
41.11,0.0
4.05,0.0
28.03,0.0
14.45,0.0
17.06,1.0842021724855044e-19
32.52,0.0
34.89,0.0
28.93,0.0
14.56,0.0
70.53,5.421010862427527e-20
21.43,1.0842021724855044e-19
6.01,2.168404344971009e-19
6.4,0.0
55.88,0.0
13.17,0.0
23.95,0.0
13.44,1.0164395367051604e-19
57.55,0.0
53.05,5.421010862427522e-20
25.99,0.0
40.73,8.131516293641283e-20
35.3,3.1963571370509473e-20
52.66,6.776263578034403e-21
22.62,0.0
31.49,0.0
4.98,0.0
12.62,0.0
28.84,2.710505431213761e-20
54.49,0.0
49.17,1.0842021724855044e-19
38.94,0.0
12.68,0.0
73.06,2.0328790734103208e-20
8.09,0.0
33.86,0.0
43.57,0.0
24.53,0.0
63,0.0
47.69,1.0842021724855044e-19
19.03,0.0
39.07,0.0
8.26,3.38813178901724e-20
17.23,0.0
4.58,0.0
19.56,5.421010862427522e-20
77.88,0.0
59.76,2.168404344971009e-19
67.64,8.131516293641283e-20
86.63,0.0
44.76,0.0
18.73,0.0
9.9,0.0
18.92,0.0
45.89,0.0
16.26,0.0
51.74,0.0
4.76,0.0
20.32,0.0
61.02,1.0842021724855042e-19
7.04,0.0
40.83,3.0168675108012717e-20
22.77,0.0
7.36,0.0
12.36,0.0
36.15,3.049318610115481e-20
29.86,1.0164395367051604e-19
29.24,0.0
17.49,0.0
48.13,0.0
54.91,0.0
31.05,1.0842021724855044e-19
84.55,0.0
65.9,1.0842021724855044e-19
30.98,5.421010862427522e-20
23.48,0.0
26.75,0.0
38.36,0.0
32.2,0.0
3.27,0.0
25.46,0.0
20.05,0.0
52.07,0.0
25.61,0.0
20.67,0.0
20.05,3.9026905166102147e-20
4.41,0.0
39.97,1.504632769052528e-36
23.95,0.0
55.59,0.0
3.1,1.2037062152420224e-35
13.69,0.0
25.45,4.338925755574552e-20
44.13,0.0
33.4,0.0
35.64,0.0
10.39,0.0
13.42,1.0842021724855044e-19
29.49,0.0
57.12,0.0
3.47,0.0
5.4,0.0
18.54,0.0
88.79,0.0
42.49,0.0
25.04,2.407412430484045e-35
